# Matrix non-normalized table for RT-PCR submission based on a Platform not yet represented in GEO.																																																						
# The ID_REF column must contain unique identifiers.																																																						
"# SAMPLE columns should report non-normalized data (e.g., raw Ct_Target)."																																																						
# SAMPLE column header names must match Sample name column in SAMPLES section of Metadata sheet.																																																						
																																																						
ID_REF	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11	c12	c13	c14	c15	c16	c17	c18	c19	c20	c21	c22	s1-2	s2-1	s2-3	s2-4	s3-1	s3-2	s1-1	s2-2	s3-3	s3-5	s3-6	s3-7	s3-8	s4-1	s4-2	s4-3	s4-4	s5-1	s5-2	s5-3	s5-4	s6-1	s6-2	s6-3	s6-4	s6-5	s6-6	s7-1	s7-2	s7-3	s7-4	s7-5
hsa-miR-1260	34.91426041	35.17127641			35.65866041	36.21976041	34.58834041	35.92742641	35.06288141	35.43835041	34.18603841	34.64428641	36.11499641	34.26747141	34.40175641	34.59992941	34.58688641	34.26010841	30.68432041	33.27743141	33.30603041	33.94060141	35.24525441	34.60807441	35.59084341	34.08562641	34.06290641	33.64527641	35.08368241	33.84175641	32.53187141	35.15457141	34.64771241	34.31028641	36.44178341	36.29939241	34.45920941	35.84176941	35.30726641	34.16375341	33.93022141	35.20949141	34.49428941	35.72641641	34.58626141	34.75452641	34.40288941	35.20588641	34.91184941	34.85268341	35.30008641	35.06218341	34.74048941	35.71759041
hsa-miR-1266	34.97382341	35.16563341				35.23249441	36.58436941		35.70289941	36.84178641	35.67995041	35.88620641	36.12968441	35.69675441	36.42389241	35.60096641		35.46123141	35.29722641	35.86119641	36.40144641	36.79352941	35.14566641	34.52894141	36.12276041	35.08894341	34.61425341	34.41814041	36.16914341	36.93621041	34.65456341	35.81046241	36.89802941	34.02148441		34.38653641	35.57522641	35.47434941		34.97142641	35.34973641	35.74810041	35.64769341		36.46438941	36.52099241		36.12379441	35.64279641	35.89673241	35.81084041		35.83003941	36.32658341
hsa-miR-127-3p	33.44497359	32.83120759	32.66365359				32.75257859	35.80844859	33.47747059	31.61571759	32.02254859	34.16481759	34.06009359		36.59655359	34.83466759	35.24626359	34.62659059	35.58481959	34.59469359	32.78076959	34.31266859	32.17333659	33.69519859	34.03877659	36.25423359	33.19191759	34.65800859	33.43371359	35.64878359	33.79047359	35.74649059	33.56981359	32.96656359	35.90963359	34.69380959	35.34246859		33.68007659	34.73676359	34.17190559				31.79316559	35.74455659	33.10970759	33.77534859	33.33760359	33.76365659	35.28401959	34.24456359	35.71158359	33.99797059
hsa-miR-128	32.05487859	31.88507859	33.28073359	33.14141359	32.15917359	33.19695359	31.98181359	34.11732859	33.92710859	32.17231759	31.94330359	31.65753059	32.85707159	33.24412359	34.50857959	32.26545759	32.28965359	33.31344359	32.61602359	34.62384359	33.56065359	32.91810659	30.76905059	31.64487359	32.08661359	31.21742059	31.20431559	31.90222559	31.82116559	33.21973059	31.05718859	34.78573359	30.74113159	32.52693359	33.35905859	32.55967359	33.41321559	33.18799659	33.29647859	33.27606359	33.11703859	33.89158359	32.86049659	32.88306359	32.76283659	32.11425359	31.77870559	30.63760059	32.06458659	32.56832359	34.38127959	32.26364959	32.38554059	31.92462559
hsa-miR-130a	29.07050359	29.51429559	31.44446359	31.15072059	30.99406359	30.94073659	30.60438159	32.77476359	31.32240159	29.56568759	29.42746559	29.21841059	30.37567559	30.69307759	32.14584359	29.90086759	30.05551959	29.62672059	30.00588059	31.25627759	29.65117459	29.95354659	28.30918959	29.66508559	29.70025459	29.17102359	29.64242759	29.15204359	30.89209359	29.96962359	28.79407759	33.77528759	27.06062159	28.82364359	32.67926859	31.12646159	31.12825959	31.44989959	31.23697359	30.78662659	29.08973159	30.18570559	30.03545559	30.42172359	29.35342959	27.62232659	27.97524459	28.03599759	29.83956559	28.00495959	31.25726759	29.41968159	29.76168459	29.27619159
hsa-miR-130b	32.32411359	33.25123959	35.65000359	35.29521359	32.67142159	35.59461959	32.45582359	35.00317059	34.69388959	32.76651059	32.53525959	32.67242359	33.34172359	34.34818659	34.49007359	32.72076359	33.06575359	33.48666759	33.28852859	34.62123359	34.49948159	33.57100659	31.49972759	33.39662359	32.88495359	32.30606059	33.00382659	32.73799359	33.24795559	33.32086559	31.92963359	35.76558759	30.08029059	31.57589759	34.09209859	34.96557659	33.61598959	34.53728359	34.19298559	32.79856859	32.42210759	33.61359059	32.81861859	33.26305059	32.89569159	30.49407959	31.51532559	31.24734359	33.55666359	31.31219559	34.15357359	33.14293659	33.05198659	33.04274359
hsa-miR-130b*	33.57384041	33.91721641	35.02331641	34.47286241		36.00945241	35.29808441	36.71240641	35.89605341	35.52788641	34.24605941	34.47588341	34.65702641			34.57049641	34.53736841	35.95185041	36.12067041	36.42890941	35.77257141	35.27710341	35.01021641	34.57674341		34.71906241	35.31732941		35.79720241		34.81503641	34.67882141	33.96474441	36.39207041	36.37339041	34.53403641			36.44290941	35.83196641		35.96718141	36.46936341	36.91706041	35.68366941		34.48277241	34.43268141	35.89644941	35.68783141		36.33474341		36.55896341
hsa-miR-132	32.66261659	31.97654759	34.74578159	33.53808359	31.90292359	33.74394659	32.33799759	33.45819159	32.49893359	33.18472659	32.54665759	32.44368359	33.44572059	33.55039359	34.18938859	32.77030959	32.48837359	34.42114659	32.16210959	33.22564359	32.47935859	30.55190659	32.09162959	30.94277359	32.46660359	31.71312759	32.33403059	32.31432359	32.56772359	32.55440959	31.44213159	34.75750759	31.23080659	32.29751359	33.97518959	34.50073659	32.61060759	33.67343959	33.69414159	31.61902659	31.98702659	33.35994359	32.98282659	33.40683759	32.54566959	32.00161759	32.39515359	31.20833659	32.37409359	32.54049359	32.67900159	32.22024959	32.81977859	32.10464359
hsa-miR-133a	31.22414259	32.09774759	33.76308359	34.53970759	34.70565359	32.67353059	32.72889759	35.32857159	35.70414359	31.58941859	34.10689959	32.62190359	36.38512359	33.75252359	36.16335359	31.30677259	33.74716959	33.74364159	33.48067359	34.72240359	32.69835359	32.02439159	30.77101359	30.53561859	27.01541959	26.69912159	29.60261759	29.91988559	28.52202059	29.33754959	28.44609459	29.76980959	33.54850059	30.61323159	32.53623559	34.69605659	28.25766959	33.80265359	27.79614459	31.72209759	27.30901159	33.56230559	28.97569659	29.36934659	30.20792959	30.04804659	31.05224859	28.22100859	30.34803259	34.74224859	30.04320359	31.29372059	31.52798859	29.56462159
hsa-miR-133b	31.27104259	32.65457559	33.94168859	34.39999759	33.93504359	33.28060559	32.95569359	35.42267659	34.23616059	32.06826359	33.49895359	33.13806359	35.32984559	34.19556059	35.82136559	31.67691859	34.32364659	33.32527359	32.32389059	34.29431359	32.99148959	31.94966959	30.36589859	29.79798359	26.84715859	26.55985659	28.81019659	29.24168259	27.77090059	29.03027159	28.20962559	28.76382859	33.07397059	31.08601559	32.45794359	34.05450059	27.75313059	34.45290059	27.78401059	31.82925359	27.38393059	35.05632059	28.90658759	29.23562059	30.13060059	30.13551959	30.84465859	28.10055359	30.23956359	33.82196059	30.04821759	31.36127459	30.96808059	29.03418559
hsa-miR-134	35.84302159	33.34483759	34.29708159			35.02815359	33.95743959		35.01727359	33.08815759	31.75316459	34.44181059		36.79071359		34.05377559	34.93041359	35.22217959	35.27719159		34.31901359	35.49163359	32.26447359	33.22286659	34.72066359	34.54574959	32.55744359	34.45991959	34.03618659	34.89880059	33.07695359	35.76251359	33.36292359	32.58135659		33.46426359	34.83907359	35.00115959	34.56361059	34.58237059	35.11386359	34.45392659	34.24119359	35.99561759	32.74129359	35.58538059	34.19925359	33.99280359	33.27343059		36.08504159	35.45947359	35.01145959	35.00808359
hsa-miR-136	31.68194259	32.54786359	31.70779059	33.22972859		34.44430959	33.06167359		34.03974359	32.95346859	30.97545059	34.36178359	33.35915759	33.05879659	36.00243759	33.60327559	34.81811959	33.52642859	34.99424759	32.01083059	30.96225159	31.95227059	32.02238359	34.36257959	33.96871359	32.19250159	32.74740659	34.83424759	33.52488759		32.98698859	34.75418859	33.36690359	31.73788659		33.97810059	35.65195159	35.10353859	33.95248859	36.05564359	34.21450859	34.80398959	34.96847359	36.12573659	32.39985659		33.26845959	33.62657959	33.56340359	32.63148359	35.41524959	34.57943359	33.81947759	32.68820959
hsa-miR-139-5p	32.67400759	31.76416059	33.45726059	33.18629359	33.34992359	33.13696659	32.03464159	33.07869359	32.21491659	32.26675059	31.12960659	31.33921659	33.64774759	32.69669359	33.05669859	31.43445759	31.76547059	32.40413659	32.41728659	33.43096959	33.31542959	33.25736659	31.06482359	31.23875059	32.32587359	32.63274359	32.23740759	32.33952359	31.77253559	31.54413659	31.71835159	33.75460859	32.06523959	32.18952959	33.77771059	32.61185359	31.76398659	33.46533659	32.49119559	33.76745359	32.49010159	33.02123359	32.39329359	32.20625359	31.88989359	33.26952759	31.78648359	28.85139859	32.09120559	32.91047359	33.95977059	31.73128359	31.74186759	32.11415359
hsa-miR-140-5p	29.77637459	30.70484959	32.37371859	31.62638359	31.12050059	31.11885059	30.47830359	33.49478959	31.32021159	31.48791359	30.87052759	30.36970159	31.03569359	31.42358259	32.67874559	30.78048759	30.29685359	32.12558059	30.98396159	35.46166359	32.14366359	30.68963659	30.02047759	31.24745159	31.62220959	30.30497759	30.96106159	30.99458759	31.64148759	31.80541659	30.77679859	34.76279059	29.90260359	31.31411759	35.13558359	33.14041159	32.38249959	32.27838359	32.13448359	32.14439759	31.95808859	31.81695059	31.34579859	32.33938659	31.32633759	30.17144059	31.50309559	29.17093659	31.44756159	30.78137359	33.60944359	31.49222759	32.33532359	31.07086059
hsa-miR-141	33.48322359	33.13890359	34.61550359	34.82463359	32.21470359	34.25122859	34.44028859	33.42696359	35.56715359	33.59456659	34.24289359	35.44028359	33.79169159	34.26639559	32.95378359	32.99193959	34.47040959	34.54661959	32.73736959	34.25457759	34.62406959	33.37316359	32.19647959	35.11394159	33.11986959	33.10160359	32.04266359	34.11251859	31.26790059	34.64324959	30.96033159	35.75882759	35.01385159	32.30942559	35.71060359	34.78049859	33.84285759	32.49353859	33.49341659	32.40681059	34.15542359	32.39773959	32.10897859	35.59453659	34.28171559	32.93828959	32.25616359	32.08159659	33.37748359	32.59170959	34.61365359	32.27625659	33.66249859	32.92575859
hsa-miR-142-3p	24.75348159	24.63213559	25.49852759	25.48759059	27.16722159	26.43924159	25.36853859	28.18001759	26.36542159	25.47189359	24.99488459	25.34874759	25.49264559	25.50071359	26.91047659	25.59169559	25.75510959	25.55746859	25.24627859	27.56920359	25.47434659	25.61872359	24.81535559	26.26615159	27.06486759	25.25120559	25.93161659	26.09273959	25.70820859	27.09978359	25.69722759	28.76424059	25.20915259	25.55458859	28.84557559	27.68014559	27.39584959	25.77413959	26.63423559	28.25681359	27.21540659	27.72271759	26.39454059	25.68999859	25.78803859	26.39723759	26.98809859	24.91482559	25.97658559	25.67627559	28.20963159	26.39768259	27.45108059	25.10091259
hsa-miR-142-5p	27.24812559	27.28294359	29.00153559	27.80969859	28.75497459	28.97518759	28.27131859	31.30286359	29.17377659	28.11060359	28.10548059	27.80373759	27.70508059	28.46718059	29.77713259	28.45953759	28.16432059	28.36866059	27.26345659	29.35693359	27.97856959	27.32602159	28.13783859	29.51968059	29.69277259	26.79496259	28.78401759	28.59233659	29.07995259	29.38142059	27.76279359	31.75556559	27.94624959	28.49758759	30.57351359	31.07049959	30.78856159	29.27413759	30.66975859	30.75472459	29.89445859	30.63280559	29.71460559	28.82830359	28.39907859	28.96142559	28.63755859	27.23234059	29.17950059	28.63012159	31.18705359	29.19120259	29.90806759	28.19254759
hsa-miR-143	29.31706459	28.31090559	30.79254359	29.52447159	29.41185359	29.51909859	28.66070159	32.00910559	29.39224459	28.88455259	29.06586459	29.07888859	28.86135559	29.90153959	31.09796559	29.65597959	29.16959759	30.32478359	28.76425359	31.35137759	31.23191859	28.85283159	26.81577559	28.26970159	28.01347559	27.36398559	28.72565059	29.19975359	28.07812759	29.77730559	28.09662459	29.79568659	28.72352859	28.56699759	30.09556759	29.93410559	28.76852059	30.06062959	29.02000059	30.15038159	27.50627159	29.95237359	29.46849359	29.14310359	28.84154559	29.21605559	29.14054159	24.88203859	29.09865959	28.80945359	28.17938359	28.39526559	26.53281659	28.84449259
hsa-miR-143*	34.73210641	34.43268941		34.70246141		35.14927641	35.90827641	36.77642641	35.37978641	35.99199241	34.65774141	35.60661241	35.71450441	35.87076141		36.57068641	35.45059141	35.31554341	34.14020941	34.86130641	36.08190141	33.86714941	34.40339241	35.48348941	33.71430641	36.07076241	35.05957341	34.73530141	34.98274641	35.33390441	36.70975041	35.63938141	35.31953041	34.56256841		35.84670241	34.50632041		35.70790841	36.96172641	34.26350041		35.53481241	33.46653341		36.66844641	36.66519141	32.06632241	36.55615641	35.42062341	34.32968841	34.97028341		
hsa-miR-144	24.66078959	24.55328359	26.60924759	25.39574859	27.40056059	26.52893059	27.75650359	27.95822359	26.50644559	25.91164659	26.15950059	26.82683759	24.63799359	25.43502859	26.24567859	27.16129559	26.62319759	25.72719359	24.01663259	25.63129359	24.53382759	24.07692959	23.44856059	25.24709959	25.17855859	23.41267959	25.55983759	24.70853059	26.25004359	25.95971359	24.84147659	29.75527359	22.56160959	24.07838659	26.42797159	28.57277159	26.34425159	25.02272359	26.49152059	27.74510559	27.04414959	25.58953359	24.98283059	26.08012259	27.20417259	23.33191659	25.39879259	22.15279359	26.61333859	22.34002759	26.79940059	26.69444359	24.98561159	22.76708359
hsa-miR-144*	29.50393241	30.27198341	33.06008641	32.38866641	32.37502641	31.30060941	31.26809641	32.23641941	30.29734941	29.73309441	30.31178241	30.54729441	30.96582241	31.82318641	31.88123841	31.08374341	30.85263941	30.94787941	30.55206241	31.96706141	30.53167541	30.05223641	29.32946141	28.93746541	30.46194441	29.35936941	28.57012941	29.90765541	30.59364341	30.41022241	30.27912541	31.28977741	27.00955641	28.77821141	32.47559641	32.00103641	29.97303741	29.31071641	30.43367641	31.82645041	31.55519441	31.16411041	30.32462441	30.10218641	30.91018641	29.13830641	31.84238241	28.31860141	30.08779841	28.77296641	30.18751841	30.67496041	30.36718541	28.51035241
hsa-miR-145	28.74404159		30.99209259	30.58131359	29.42235359	29.38062859	28.23685859	31.53981959	29.47935159	29.08248559	28.80245359	29.03834959	29.70663059		31.13439559	29.05331859	29.59186959	29.49994459	29.59356759	31.84803359		29.40123359			28.46060959		28.57234059		28.42637859	29.21252059	27.54758859	30.77143359	28.58864859	28.40582659	29.76423459	29.65598559	28.75104559	30.06526759			27.58791359	29.77141759	28.53809159		28.88528659	28.62439559			29.05514359	29.49345759	28.87229959		27.44068559	29.54206359
hsa-miR-145*	33.16832641	34.25450641	36.06397241	34.72649641		34.41148641	34.87297641		34.73500641	34.87442341	34.72603641	34.93320441	35.16876241	36.96914241	35.47733241	35.60850841	33.54542641	34.25890641	35.08621941	35.36756141	33.69597941	33.37776141	33.75765941	34.60972641	32.93950241	32.51707041	35.17688641	33.98645341	35.12587641	34.07788641	33.13194641	33.54158641	34.15618141	33.89340641	36.54348641		34.90137641	35.65353341	34.14740341	34.45460641	33.31076441	35.08054641	33.26163841	34.45498241	34.33667341	34.46761641	34.14445841	31.34218741	34.41836141	33.84090041	33.36971641	33.00800641	32.11741441	34.34419241
hsa-miR-146a	28.82968559	29.16736359	30.57480059	31.44761159	29.60626059	30.54597459	28.95019759	30.41337959	29.95028759	28.77396759	28.76020659	28.68373659	30.63100359	30.16447059	31.49255159	28.75088959	29.16552759	30.14591059	30.51066259	30.72059059	29.76696759	30.24976759	28.73139259	29.53283559	30.23675159	30.11169459	29.75463859	29.21819359	30.50844559	30.31169159	28.77911759	32.75323859	28.58383159	29.31706659	31.21174359	30.12711959	30.88797759	30.50552359	30.77591359	28.82204459	29.51330759	31.44832359	30.31696559	29.56482759	28.43504559	29.57436059	28.35745859	28.77357659	29.16574859	29.90889159	31.32021359	28.80089759	30.18384559	29.70604559
hsa-miR-146b-5p	31.97974759	32.14554659	34.18264059	34.53902859	32.78553759	34.11289359	32.58135659	35.39831559	34.00365359	32.57765559	32.21680859	32.56435759	34.53305059	33.69258859	34.79026059	33.47135959	32.97868759	33.22893559	33.13132159	34.83633059	33.07558059	33.12888759	31.62360259	33.67140959	33.09193859	32.88018059	32.54511359	33.25489859	33.44569359	34.21079659	32.72480759	36.77122359	32.13501759	33.06742359	34.94527859	34.97169859	35.48912359	33.45344959	33.69569359	34.73954759	33.57849359	34.42185959	33.58104759	33.74018859	32.68269759	33.24187359	33.23929659	32.45374659	33.54618059	33.13889759	35.00663759	33.30371159	34.46551359	33.97202759
hsa-miR-148a	28.25937859	29.50540359	31.12569059	28.46262959	27.65150359	29.94995759	28.88131359	31.53456559	29.64246959	29.49810359	28.88027259	29.10897459	29.25074959	29.21685959	29.65312559	29.95091359	28.53055959	29.42209859	29.03026259	30.73958259	30.04707759	29.17292359	27.89560159	29.42866559	28.59133759	27.56017159	29.21460159	28.35619359	29.41020059	29.07086159	27.96113059	32.81051659	27.53790159	28.65189159	30.75531759	32.42059359	30.28949559	30.17001359	29.80881859	30.43162559	26.45693659	30.10120959	29.45935059	30.08415059	29.67745259	28.02509559	28.80727259	28.14093659	29.82171659	27.71282559	30.36924159	30.10694159	29.24820159	28.72151759
hsa-miR-148b	28.61522859	28.72709659	30.43683859	29.53601459	29.59557959	29.53524059	29.52045459	31.40522759	29.99030359	28.94274959	29.17803059	29.14356259	29.48647159	29.95065759	30.69447959	29.14058559	29.16320359	29.53317359	29.38397359	30.61112859	29.51620859	29.36502059	28.10290159	29.43912559	29.24883459	28.21605159	29.69513159	28.99164059	29.42674659	29.65200059	28.38918559	32.76301559	27.41237359	28.36409559	30.61924359	30.50984559	29.59089159	30.29708159	30.30020359	31.01494359	29.26423859	30.76729659	29.50672359	29.93200359	29.22276559	27.66813359	28.46061959	27.80890159	29.40651759	27.90823559	31.40555059	29.52443759	29.42669859	28.49491359
hsa-miR-150	26.67914059	26.71226359	28.37922659	28.95119659	28.12375859	28.73364459	28.31399159	28.47535559	27.87893659	28.08127359	27.29242959	28.35971659	28.48169959	27.47810059	28.77013959	28.10360759	28.32864359	29.19009359	27.86848659	29.65234559	27.78607559	27.65726359	27.16206759	28.15215359	28.27813759	26.71612559	28.50176059	28.54938559	29.60723759	27.54192559	27.46542759	30.76401959	27.27350659	27.82395959	28.70113359	29.03312559	28.26665559	27.46085159	27.24492659	29.93638659	27.65671759	28.59768859	28.34638359	28.37881859	28.74536359	27.66700359	27.89051659	27.23983559	28.74587059	28.69086859	29.15039059	28.61561259	28.47710859	27.99729359
hsa-miR-151-5p	28.39500859	28.44223859	29.45146359	30.56966359	29.63982959	29.75132359	28.05116059	30.98798159	28.92610159	27.82020259	27.77060559	27.61562559	29.41037059	29.34718159	30.76295459	27.58407959	28.70781359	28.98700159	29.08539559	31.07445959	28.80489759	29.50943059	28.02107359	28.94787959	29.28592359	29.73225959	28.83526259	29.20309459	29.25252759	30.05982059	28.77942659	31.75000359	26.77037659	28.81888059	30.31464559	29.27329359	29.23209359	29.68571859	29.80551559	29.61598659	29.54199859	30.52217659	29.26174159	28.98832159	28.75059159	29.07962859	28.77989059	27.46002059	28.39506959	28.65009159	30.68725059	28.67168859	29.65958359	28.34201859
hsa-miR-152	31.51396059	30.64588359	34.36768759	32.17475359	31.03322859	31.93007359	32.33371759	33.59059359	32.13742859	31.55796359	31.46356059	30.73764859	33.07312059	32.19554359	32.50031659	31.88265359	31.44985059	31.93315359	32.23166359	32.54646359	32.10292359	31.74405659	29.88015959	31.65027359	30.90409359	30.65546859	31.08844759	31.05593659	31.49408759	31.93080159	30.51552959	33.75576059	29.69671059	30.70858059	33.27455359	33.58032359	32.91183359	32.30133059	31.75915159	31.10110659	30.32874859	33.37985359	31.39191659	31.58430659	32.24207359	30.75672159	30.86282759	29.57726659	31.75161159	30.66428359	33.12067359	31.71886359	30.89582659	31.57038759
hsa-miR-1537	31.59853341	32.48238341	33.80976641	33.32961241	34.07627641	33.51678041	32.12191741	36.24085241	33.06426241	34.56406341	34.74411641	32.89336341	32.72197641	33.06713641	33.25461141	34.09147641	31.74027041	34.06435641	32.82127641	34.29238641	34.95732041	32.68926241	32.98855941	33.90704341	33.98088641	30.91774941	36.12234041	32.53618941	33.77321641	33.66686941	32.92136341	35.03810641	32.31261641	32.45082441	34.43862141	35.98960041	34.69153141	34.97787441	34.81337641		34.34397141	35.59649241	34.00587041	36.03823441	32.85484641	33.16674641	33.04318941	31.88042241	33.82336041	32.52815641		33.75112641	33.33616641	33.30101641
hsa-miR-1538	36.29306641	36.78301641	35.92500641		35.39720641	33.77301041	33.73521041	35.09248341	34.42683641	33.38725641	33.71588641	33.78500641	34.90056241	35.25321641	36.10360341	34.94173641	33.97112641	36.58074941	31.76095941	33.80984041	32.54619941	31.09342141	35.28817341	34.30254341	33.51507941	32.44928641	34.70860241	33.63353341	33.87466441	33.51544941	33.03818841	33.36706941	33.55303941	33.16587641	34.67858841	34.03502641	34.85070041	34.57147941	35.36739641	33.28418641	33.72557041	36.10342641	34.03462941	34.85435641	34.32577641	34.41857841	33.09461941	35.04215241	33.52688641	32.94121641	33.79438041	33.65494641	33.29569641	34.89282241
hsa-miR-154	35.08146659	34.13452959	35.38634359			34.67071559	33.25860659		33.31964359	32.80336359	31.82893959		34.01153959			33.62747559	34.53407659		35.61095859		33.53007159	33.62259359	33.41239559	35.40845859	35.00185759	34.73085359	32.16574859	33.15571359	33.11489359	35.89244859	32.11336959	36.75044659	34.49890959	31.71418959	34.69391359	35.77810659	34.94886759	34.24200059	35.79975359	34.76066359	35.90601759		34.56615859	35.76995859	31.40875859	34.73337959	32.20746359	33.39534059	33.18752659	33.66712559	36.77916359	34.67826859	34.66441359	33.22899359
hsa-miR-155	32.01313359	32.47073359	34.38271759		32.98983759	35.29191659	33.31496059	34.55221359	33.68687059	32.57991859	31.92550659	32.33822659	33.10683859	33.61410359	35.31906359	32.62158359	32.71865359	34.06771359	33.77574359	34.94201359	33.01913359	33.42497359	32.16856759	33.66345659	36.08818359	33.24742159	32.33832359	32.79013359	34.84032859	33.89259359	33.31537659	36.83467859	32.76287059	32.57018659	33.80075359	33.54468559	34.87813359	32.75263959	35.13072959	34.13110759	33.64749559	35.17362659	33.64334159	35.30327659	33.30303959	34.45378159	33.69549559	30.96351059	32.90435859	35.74583059		34.78797959	33.67525359	33.80163959
hsa-miR-15a	32.24374759	32.16953659	35.04085959	34.09791959	34.53927659	32.92927559	34.79064359	35.13011959	32.16150359	31.98072059	32.32626359	33.73823959	32.67422159	33.68782359	34.45077359	32.98992359	32.73994859	32.34628659	31.71216059	34.15868059	32.07555759	31.64761559	31.90210359	31.33353659	33.44909359	30.83405759	31.22654559	32.31496359	33.23585359	33.06682959	32.68566959	36.74771159	29.73411959	31.42729259	34.11349359	35.76448859	33.71843359	31.78643259	32.94726359		32.82705359	34.43762359	31.68578759	32.89533659	33.49200059	31.79521059	34.07066359	29.43333359	33.05885359	31.28674359	32.93468359	33.49663959	33.79414059	31.48479459
hsa-miR-15a*	33.96866641	34.65695941	35.53962641	34.84438641	34.45842341	36.09399041	36.86938441	35.78234641		34.91428341	34.54323141	35.89346641	35.48527641		35.67775341		34.64511041	36.33203641	33.75938641	36.83934641	34.76763641	33.87417941	36.12135641	36.52122841	35.53399241	34.04795441		36.26407941		35.60132941	35.65711941		32.87004441	33.89181641		35.80852841		36.66805241		36.57220041	35.24507641	35.38721041	36.13058041	35.65227641	35.05225641	34.69670041		33.69045641	36.13662641	32.54412041	36.13243041	35.72515641		34.98704141
hsa-miR-15b	27.55020159	27.45087459	29.38887859	29.08131959	28.94906259	28.55771059	27.51729759	29.77877359	28.24120359	27.28077759	27.58512759	27.69526659	28.23492359	29.00658659	30.13356759	28.14554259	27.62868159	28.43815859	27.80312359	30.21452559	28.41290659	27.69990759	25.99405659	26.60628559	28.19832059	27.41648659	26.42795059	26.73340859	27.74271759	28.51806359	26.45454059	30.76898759	25.43378059	27.20859959	29.41392559	29.36914359	28.87894659	28.25988259	28.82852359	29.55261859	28.82556759	29.02845959	28.26075559	28.35687459	27.92649659	25.92268559	27.75303359	25.59038359	28.08116959	27.05455259	29.61752759	28.12452559	28.95459759	27.39403959
hsa-miR-15b*	30.84762141	30.89874241	33.75706841	31.79710141	32.29515041	31.99147941	32.06370341	33.50971641	32.22185141	31.96502041	31.87737041	32.59861641	31.97049141	32.95152241	32.85778041	32.92240141	31.46535841	32.62521341	31.49146841	32.61524941	32.93613641	31.52886641	30.06805041	31.90467241	31.25117641	30.58648841	31.90422641	30.90134441	32.06036141	31.81818741	31.62095641	32.00181741	28.56815341	30.62075441	32.53719641	33.52349441	33.05835641	32.39744141	32.65530641	33.33895641	32.94588441	32.05915841	31.41115141	32.40909641	32.80319141	29.12508741	30.88154641	28.65706941	32.51028041	29.60797141	32.78445641	32.00006441	32.00842841	30.42021941
hsa-miR-16	23.93036059	23.03973059	25.93819659	25.31943159	24.02326959	24.04126759	24.37103059	25.33381859	24.21678359	23.32152359	23.78342359	24.05485559	23.52565559	25.09159359	26.17362059	24.53511359	24.21358159	24.40470159	23.74621259	25.48313559	24.70352059	23.43106459	20.35023759	21.79528659	22.51442959	22.59423359	22.70336359	21.55690759	23.52734059	23.78109359	21.67538059	26.77434759	19.62850059	22.14863259	25.82044059	26.19057459	24.36108759	23.89130259	24.10302959	24.24061659	23.50566659	23.21595559	22.72447359	24.15788359	24.09956959	20.49915559	22.66418859	20.92704359	23.96832659	21.12460759	24.21191659	24.18862159	23.54653359	22.50688159
hsa-miR-16-2*	29.75822041	30.04503441	33.05500641	31.82661241	31.86416641	31.50313541	31.88007541	33.29583341	31.72574741	30.66200441	31.16114941	31.27787141	30.69013041	32.01899341	32.61701941	31.69232641	30.55014441	31.69929441	31.26524941	32.65968641	32.30957341	30.35564041	28.03346241	30.49882841	29.78974541	29.81945041	30.08393041	29.58349241	32.29185641	30.98272641	29.83239641	31.45417741	27.46599941	29.58090341	31.65695341	33.30877241	31.66678641	31.06245041	31.97590441	31.28646841	31.84785641	30.80972841	30.59535041	31.43325441	31.91575741	28.44525841	30.13650641	28.08661641	31.28057841	28.54155941	31.50420941	31.15789741	29.86576041	28.96788141
hsa-miR-17	29.59390659	30.14070959	32.64832359	31.44954659	31.12771859	30.31859359	30.29432859	31.71845459	31.19758259	29.99337259	30.15055359	29.64395759	30.42054059	31.65661459	32.19929959	29.93704659	30.70460759	31.00105359	30.66297159	33.09502859	31.16631959	30.33294159	27.70791359	28.67630059	29.95900159	29.88532359	29.23912459	29.18721059	30.41053059	31.18955859	28.95080759	33.75807559	27.25367159	29.97897959	30.41974359	32.63406759	30.94498659	30.85143659	31.40984159	31.46219359	31.48130259	31.49583859	29.72166859	31.39035659	30.41952559	28.76565959	29.77181459	27.78555859	30.27566359	29.54647059	31.37751759	31.11818959	30.23272559	28.91833359
hsa-miR-17*	30.79529141	31.38608641	34.07978441	32.63485341	33.47402141	33.41794141	33.08982441	34.25720641	35.19525641	34.40034041	32.35174641	32.38416241	31.76010841	32.36449441	33.73898241	32.93281141	32.62369641	33.40060441	31.47622241	32.37413641	32.26801641	30.98617641	30.54356941	32.66592341	32.28020041	31.03446941	32.18184641	32.57752241	33.27355641	32.91363641	32.09981141	32.81153841	30.43558141	32.55324641	35.61028241	34.10918641	33.78815441	33.32083641	32.86806641	33.69752641	33.08135241	31.90002941	32.39527641	32.62664341	32.97125641	31.26231141	32.28629641	29.97304141	33.48792241	30.36458341	33.58025641	32.66078641	33.58779841	31.67843441
