# Matrix non-normalized table for RT-PCR submission based on a Platform not yet represented in GEO.																																																						
# The ID_REF column must contain unique identifiers.																																																						
"# SAMPLE columns should report non-normalized data (e.g., raw Ct_Target)."																																																						
# SAMPLE column header names must match Sample name column in SAMPLES section of Metadata sheet.																																																						
																																																						
ID_REF	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11	c12	c13	c14	c15	c16	c17	c18	c19	c20	c21	c22	s1-2	s2-1	s2-3	s2-4	s3-1	s3-2	s1-1	s2-2	s3-3	s3-5	s3-6	s3-7	s3-8	s4-1	s4-2	s4-3	s4-4	s5-1	s5-2	s5-3	s5-4	s6-1	s6-2	s6-3	s6-4	s6-5	s6-6	s7-1	s7-2	s7-3	s7-4	s7-5
hsa-miR-181a	28.96538959	28.57040359	30.07987959	30.65111359	30.52673159	30.09956359	28.34667359	30.42680959	29.30246759	28.80298259	28.14035259	28.22518959	29.84090259	30.56972759	30.73798159	28.79526759	28.92427859	29.66621659	29.00536959	31.64951359	29.76117959	28.74577559	28.32002659	29.61804259	29.94841559	29.58071359	28.80716359	29.43088559	29.65265459	30.30939159	28.86951659	32.76945159	27.76409959	29.88445159	30.67815659	30.46321659	30.57408959	29.87199859	30.76854359	31.05979359	30.38944659	31.54791459	30.16247059	30.19223659	28.58843259	29.91358559	29.72834959	27.92513359	29.63860159	29.95975759	31.32035059	29.99569959	30.05419959	28.66701359
hsa-miR-181b	32.48386359	33.43848859	34.10043359	34.95219059	33.60747959	33.98738859	33.47019959	34.90199359	34.43004359	34.18009959	33.15198159	33.28255359	35.10218059	34.71603059	36.60289359	33.40070359	33.78978359	35.00750359	34.26259659		34.39590359	33.03043759	32.98666359	34.54776359	33.08597559	34.78761359	33.41846359	34.55652359	34.44532759	34.28943659	34.50674359	36.76229359	32.60913359	34.63785359	35.95348359	35.84692759		35.43387659	35.34607359	35.62453359	33.52264059	35.78340359	34.81460559	35.13672659	33.91275359	34.06591859	34.38365559	33.05311659	33.61536359	35.02050059	35.75068359	33.41335659	34.57151359	34.16817359
hsa-miR-181c	32.45880959	32.71765359	34.05310359	33.46614859	35.50009359	34.32330759	34.60548359	34.83987859	35.96825859	34.19333659	34.49897359	32.99927359	33.33338959	34.40493359		34.48897559	32.75930359	33.92828059	32.78648059	35.29985059	33.14375359	32.52351359	34.58641359	36.17153959	33.50188359	33.61590559	33.64797659	34.92763159	34.51252359	34.58266359	33.15327359	36.77293059	32.78558759	33.76086359		36.46355059	35.25954059	35.45999959	35.52770359	36.01177359	34.96683159	36.23999359		34.76217659	33.66537159	35.97341559	33.10378659	31.98590859	34.36802659	35.34487359	36.33043359	35.99024959	34.11942659	35.29283959
hsa-miR-181d	34.61291359	36.01278759	35.82661359	36.11777359		36.13547959	34.49657359		34.23975759	34.96802359	34.63591759	33.83781059	35.19176859	35.03316159		34.32453959			36.59092759		36.33813859	35.22929759	33.50873559	34.80884959		36.73391359	36.25650859	34.92455659	36.30067359	36.57901359	34.20718059	36.93253759	36.09199959	34.51819659	35.02965359		36.06076859			34.57667959				35.47536859		34.28364359	34.83354559	34.09329359	35.20569359			34.94430559		36.58640659
hsa-miR-182	34.34356759	35.84893859	34.96894859	35.30369959	35.09224359	34.43223559	33.21225759	35.36787859	32.84854359	33.42028359	33.02020359	33.95504759	35.93450559			34.37820059	34.67053359	34.62420359	33.33662859	35.61406359	34.14057559	33.01171859	32.90683059	32.88983559	34.96961659	33.07290659	32.26192159	33.50235059	34.18707359	34.30937559	33.67842159	35.79747359	29.74280159	32.48102359	35.57793859	34.24060359	33.96866359	32.91616059	34.46477359	34.61944559	35.25955559	34.28836359	31.26886359	35.51820759	34.89891359	33.94451959	34.03876859	30.63247159	33.13932859	33.61683359	35.12125759	34.05268159	34.04808859	32.86977359
hsa-miR-185	27.64377059	26.93822359	29.86787059	29.21216759	28.42642859	28.32035659	28.22538259	29.20078459	28.21956659	27.67604059	27.75685759	28.06907359	27.65881559	28.77273359	29.59338359	28.16655159	28.20204159	28.68918259	27.70659059	29.91820159	28.61964059	27.58551059	25.27118759	26.47020759	27.22279159	27.12256859	26.73723059	26.47966359	27.58967359	28.27246659	26.43238059	30.80494759	24.03045459	26.81336059	28.28027159	29.77212159	28.34996059	28.35460459	28.58086959	28.33536159	28.35218459	27.70545959	26.98773259	28.24785059	28.07749959	25.26716859	26.44015759	24.68000659	28.12391459	26.18668159	28.50924759	28.36818559	27.19055359	26.17223359
hsa-miR-186	29.21923059	29.26841959	31.17725059	30.52745459	29.88417859	30.50510259	29.71570759	31.50333059	30.65736359	29.87587959	29.66027059	29.62147159	29.90835259	30.22502559	31.44614259	30.01137959	29.63967959	30.25730559	29.89845659	31.89984159	30.85201859	29.84537959	27.98671159	29.75687059	29.58026359	29.16199759	29.44236759	29.22106159	29.52004359	31.08416159	29.26428659	32.76828359	27.31411559	29.88918859	31.14523359	32.10484759	30.52245159	30.86593359	31.28229559	31.07967059	30.80645059	31.23882559	30.29935359	30.42429559	30.23366559	28.56413059	29.44668959	27.74955359	30.24406459	28.99507759	30.96032559	30.85877359	29.99895659	28.88737659
hsa-miR-188-3p	30.69615541	32.50164341	34.56583341	33.30680441	34.97785141	34.90729641	35.23083641	35.08308341	34.81173641	33.94799641	34.96225341	34.42978241	36.18792641	33.36049641	33.55382641	36.45859841	33.08788241	35.64566441	32.89172341	34.30046641	34.04700641	33.06549441	33.16518041	33.37611341	33.54719641	33.33944341	33.51526641	33.36584041	34.61949641	34.86352641	32.18887341	33.69569341	32.77387241	35.94845641	35.37697941		33.94957341	33.83373241	34.64303641	33.51687941	34.31931241	33.97343041	36.10356641	34.93522241	35.65012641	33.68452441	34.90366641	33.72508241	33.94322941	33.55970341	35.15175241	34.57986441	35.62550641	34.30724341
hsa-miR-188-5p	34.26470559	34.12233359		34.57108359	34.17482759	36.79044759	36.39138359	35.49840559		35.40657859	34.09824059	35.18430759	34.95616959	34.25539059	35.59335359	36.79634859	36.98506359	34.58412359	33.60646859	34.34025559	34.23231159	33.35080359	34.51631359	34.67234859	34.23221359	34.41889959	36.11495959	34.03297859	36.47512359	35.93193359	34.20310659	36.76971359	33.22071059	34.51572359			35.65979759	35.27222359	36.48944859	35.94081159	33.27938059	34.16407759	36.53765859	34.73308959	35.04635359	33.11302359	34.83169559	32.92748359	36.64596359	32.84504759	35.61365159	36.81137859	35.24295359	35.07860959
hsa-miR-18a	31.51676959	30.81031259	32.65452559	32.63327359	31.95377359	31.64866659	31.46235659	32.81643659	31.36207959	30.88626159	30.66490059	30.97992159	31.53101559	32.09698159	33.63565859	31.06970059	31.55999559	31.75536159	31.50469759	34.21755359	32.20618359	31.26933459	29.56946259	30.80730459	30.92739359	30.92484659	30.98384159	31.17728259	31.67394859	32.31820659	31.11937559	34.76422359	28.24197759	31.29187659	32.56533859	32.57567959	31.34671059	32.05500059	32.59325359	33.30772759	32.94170059	32.50753059	31.51369159	31.73161959	31.47474159	30.34471359	31.21222559	28.59229659	31.94456159	31.14264659	32.89749359	31.92881759	31.43370659	29.78128059
hsa-miR-18a*	32.67251659	34.62112859	34.66328859	36.69043359	33.56975959	34.26174559	34.35614059	35.21694359	35.47606659	36.76653659	32.82955959		33.82193759	35.67995359	36.43582359	34.02235059	33.38175659	33.93658059	33.19406159		34.01029959	34.06525059	31.69060359	33.26858359	33.39360359	32.67016659	33.56550959	32.09219759	34.05724359	33.37489359	32.81314859	35.75938859	30.18075959	32.59384959	35.41844359	35.24127359	33.85477859	35.54575359	34.00748359	34.34822159	33.61291959	34.53305359	32.69644359	35.81372859	34.20367059	30.96560459	33.23556359	30.36034359	33.72295059	32.07353959	33.53565359	34.60440059	34.01430959	32.40966059
hsa-miR-18b	30.28873359	29.95737459	31.92679359	31.39841359	30.76085459	30.21031359	30.48117659	32.02302359	30.37523859	30.52576859	30.01463159	29.75981159	30.47736159	31.64321959	32.09159859	29.78017259	30.25032659	31.22302359	30.26969959	32.84910959	31.69507259	30.32818859	28.01650359	29.23604259	29.82335659	29.69038759	29.60256059	29.59519559	30.72039659	31.41361059	29.61782659	33.75721359	27.33863359	30.08740359	31.12860859	31.14943559	30.49123359	30.55444159	31.02807259	31.38905559	32.01093659	32.08002359	29.78551659	31.23841859	30.55949259	29.16136359	30.23587059	27.73901759	30.59927959	29.80349359	31.29349559	30.73449759	30.18914259	28.61019359
hsa-miR-1908	32.70687841	35.44431241	36.43019041			35.82670641	34.87608341	36.02663441	35.67773041	34.46136441	32.97431641	33.74562041	35.89346641	35.70313241	35.69520941		34.13178641		34.29996841	35.51837641	34.56621941	33.53757041	34.06554341	34.30822341	35.67501041	34.84088641	34.41177341	34.40175241	34.39214341		34.41588141	34.70324341	34.02130841	35.60318641		34.49176641	34.02822041	36.55535141	36.25651941	33.68343641	35.43223141	35.67916641			33.44849641	34.42779141	33.34710641	32.95482241	35.37209341	34.87526641		34.55276641	36.15464341	34.11061041
hsa-miR-1909	32.74910641	35.85180641	36.29779641		34.39284141	34.57859641	33.11644641	34.99789441	33.51080341	33.16461141	33.68701941	33.29669641	33.83450241	33.43258641	33.63879341	33.16034241	32.52749941	34.50004141	28.30788641	30.51530641	29.39421841	26.02502041	32.87731141	33.12079941	33.77014941	33.46003641	33.48226141	32.58297641	33.82643841	33.64771641	32.30776941	33.67065641	33.66441641	33.23887941	33.47112641	34.90432641	35.89167341	33.79777641	33.35342041	33.88254641	32.68376641	33.76532341	33.38919441	33.29426941	35.00358941	33.58895841	33.58446141	33.52984641	33.71502241	34.15086341	33.30993241	33.21916141	33.01820641	33.62996241
hsa-miR-191	27.76677159	27.30205159	29.03409359	29.16318759	28.39402359	28.32507159	26.96597459	29.53356159	28.17961359	26.94579559	27.13338659	26.29641159	27.62485359	28.27764159	29.48313359	27.09295359	27.64269459	28.32623159	28.53899059	30.56225659	28.70667359	28.48364859	27.22220359	28.07615859	27.90771159	27.68058359	27.52334659	27.72245359	28.51433759	29.06361359	27.71935459	30.76010959	25.88927359	27.53985359	29.17791059	28.93075359	29.01922859	28.56956659	29.44262559	29.03744559	28.72344659	29.71225959	28.04919059	28.43207959	27.60684359	27.33233659	28.00943959	26.03283759	28.04043259	28.18545359	30.00416959	28.07130459	29.24553559	27.80696859
hsa-miR-191	26.78305741	27.65712941	29.43901241	29.49909641	28.75259141	28.53329441	27.44487641	30.14648841	28.02907541	27.30697841	27.40068941	26.88903041	28.05443941	28.45477641	29.98709241	27.51295441	27.04517641	28.55913341	28.76295041	30.45658441	29.02438641	28.84871841	27.67778741	28.32835941	28.57029541	27.88802841	27.63957141	28.28034941	29.10884641	29.30441841	28.33891841	28.96174241	26.47947141	28.14113441	29.63593641	28.96872341	29.23610841	29.25045641	29.78731141	29.27205441	29.29223241	29.94161341	28.45458041	28.32448141	27.91159841	30.16003041	28.08467441	26.28272941	28.52631341	28.79491441	29.83837141	28.61568841	29.12428841	27.96889241
hsa-miR-1913	36.43757641	35.14646841			33.96490841	35.82913941	33.87384341	35.05524041	34.70182041	34.05204341	33.45031341	35.00942241	35.13584841	33.85179841	35.01590641	34.21285641	33.63190041	33.83679641	32.53754641	33.49731641	31.92576141	31.12151841	33.80091441	33.32246341	34.35872241	33.84823941	34.10673641	33.51065641	35.46701041	34.66695641	32.92894341	34.83060041	33.74699341	34.04582141	34.34247141	36.33668841	35.22848641	34.92065641	34.32941641	33.48573641	33.28033041	35.97244641	34.71593441	35.33553641	33.67866141	34.40757641	33.75945641	34.00547641	35.40003141	34.41889141	34.41465641	34.60218041	33.32984141	34.52794241
hsa-miR-192	29.44255859	28.72861459	30.89161759	28.48802759	27.58207759	30.56489959	29.92444659	29.94665559	29.72960359	30.55643659	29.15576959	30.06275059	30.04921559	29.09538859	29.14199859	30.60239659	29.54864959	29.84026559	28.97609959	30.92928559	29.90477059	29.93119859	29.08531259	30.51445959	28.55572759	30.05461959	30.55143359	30.27669559	31.26107859	28.91998159	29.60043359	33.76381359	27.20168759	29.68498259	31.80224059	31.99639959	29.73092659	30.55696859	30.39981859	31.63690359	26.39446459	30.17852259	30.41790959	30.45693959	31.64465959	28.48725759	30.04810759	27.62507359	31.71406059	28.24271759	29.98219359	31.27947059	29.57589759	29.22023759
hsa-miR-193a-5p	34.63174059	34.00877059		35.64471359	31.64410359	35.17605659	33.98412359	36.67523559	34.71941759	35.19638059	34.83986659	33.45057359	35.30531759	34.53092559	34.84346059	34.96630859	33.87441359	34.98117859	35.00169759	35.64609359	35.41816759	34.67474059	34.96438659	35.28609859	33.99348059	33.80735359	34.04854359	34.80637359	35.93836659	34.10922359	33.42991659	36.76800959	33.79182359	34.62986359			34.15950759		34.98651159	33.45252359	32.11409359	36.37078359	34.25198359	35.44461359	35.11819859	34.09994159	33.76660559	33.96044559	34.23150659	32.98260159	34.83064659	34.43112559	34.99631159	36.31181759
hsa-miR-193b	32.39016759	32.05056059	33.46052959	30.81178459	29.11612959	33.45197659	33.10910859	32.67272959	34.53712859	35.19931359	31.80273359	33.53818159	33.97993359	31.18958159	31.80019259	33.80104059	32.58357359	33.91267059	31.01753259	32.35052159	32.91178359	33.48852559	31.14635159	32.68992659	30.31176059	31.43327359	32.16274359	34.71391659	31.38156959	31.60349359	30.75173259	32.74762359	32.14563059	31.95219859		36.91542359	32.73048359	34.82808359	31.69623359	34.46799159	28.41780659	34.94112359	33.06097059	31.70713259	32.66092659	32.15109659	32.15818359	28.95521359	32.71689659	30.85116359	31.78658559	32.95375359	31.04626359	31.75377359
hsa-miR-194	31.08580759	30.51984959	33.18602759	31.89387159	28.87294059	32.34356359	31.76854759	32.19660959	31.60664159	31.73532559	31.32594659	31.87202359	33.31190859	31.34607759	31.85528959	32.86934359	31.77962159	31.34681759	30.85486359	32.25508859	31.91064859	30.95103359	30.65857759	31.74441759	30.81262959	31.38764259	31.64866059	31.25379159	32.10178759	30.98586359	30.59166759	34.79132859	28.50413159	31.32208059	32.63420859	35.25648159	32.45661559	32.05537059	32.03719759	32.86246859	29.03648059	32.00860359	31.05782759	31.78587559	33.20277859	29.71496959	31.18040359	28.89956359	32.31570359	29.68292859	31.06630559	33.32437159	31.02633659	29.91890559
hsa-miR-195	32.49955059	32.39333759	34.23265859	34.20971659	32.60974359	33.95214859	32.44536359	34.66503959	34.15757359	32.91946359	32.48777359	33.68620659	34.18579859	33.83884059	32.90939759	33.05894859	33.14515759	33.87930659	32.49696359	34.92913059	32.56604059	33.38245759	29.48149359	32.72626359	31.17012659	32.08325359	31.73670559	33.15643759	31.73689059	32.63102359	32.08676559	33.79056559	33.12985359	32.61896159	33.53720359	34.42816359	32.53463759	33.38297659	32.33421759	34.72549859	30.86755759	34.46048359	32.58670059	32.70383059	32.57730159	33.24222359	32.73484059	28.91542359	33.11141359	32.07635859	31.97781059	33.05205559	30.89062159	32.20356759
hsa-miR-196b	34.15351859	34.80429059	36.09558159	35.54940359		34.43583359	34.82985759		34.05989859	33.13565059	35.51147359	35.77988359	35.03275659	35.97034059		34.35785659	34.65905359	34.58427359	36.52017959			36.95877859	33.64372659	33.28176359	34.62710959		34.57353359	35.72840159	35.53184359	33.78365759	34.79605859	36.93000059	32.91692359	35.18723359	36.28527859	35.54681759	34.56075659		35.90840559	36.85479759			35.19725059	34.06285359	34.34759159	34.30982359		33.38742359		35.28978759				33.56968359
hsa-miR-197	29.33107259	29.54261359	31.16581759	31.33001959	29.77330959	30.39805059	29.33543659	31.88623059	29.85383659	29.68172459	29.50246059	29.19004659	29.98616259	31.00102259	31.47953859	30.04889159	29.48728059	31.10066059	29.50790059	31.82424759	30.89973859	29.72894859	29.63109359	30.27043759	30.56864159	29.15490759	29.64884259	30.08447859	31.54896359	30.59071159	29.91222359	32.74670859	29.90345259	30.62048759	31.52264259	31.50862559	30.69779359	30.48737559	31.47338659	31.82442159	30.57591059	31.50504859	30.72483459	30.66686059	29.09877359	30.60029859	29.67048059	29.67741959	30.79094559	31.23134259	30.84527359	30.42136359	31.18133559	30.76131659
hsa-miR-1972	33.01476641	36.36862141	36.27274641		33.53618941	34.72722641	31.97740141	34.25042641	33.26307241	32.66750641	32.85312241	33.35109641	35.65593341	34.50898341	35.35882641	35.86741241	32.55156341	36.49319441	31.46176541	31.81557641	32.75618341	31.33242741	34.31067241	34.13545941	33.51046641	31.34315441	33.33184041	32.03291441	32.47664641	32.20430341	30.36071741	32.57234141	32.15554641	32.62966941	33.28253941	34.57529041	34.31804241	33.85142141	33.59720241	33.92494641	31.94338641	33.70090841	32.59044241	33.74328241	34.06778341	32.33652041	32.35891641	33.04524241	32.53509641	32.10035841	34.88161041	34.03745241	31.87884541	33.88478041
hsa-miR-1974	26.71148441	28.89513341	30.33956141	30.71528041	28.55545041	28.56749641	26.30147641	30.52372141	27.56242141		27.44804741	25.56811141	28.24213641	28.77746141	28.35011641	26.96079241	26.42590541	27.46574741	28.30928441	30.70038941	29.37200641	27.97421841	26.11061841	25.87431541	28.04392241	28.04927841	25.49546441	26.35206941	27.62616541	28.81386141	25.93818641	28.47210241	27.70177441	27.86613041	30.34305341	27.44809141	29.11347741	29.30648941	29.34597641	27.44082441	28.56138441	29.72652041	28.67830241	27.27675641	25.83114041	28.07041941	27.53974541	26.15228641	26.29243441	27.69962841	29.38583941	27.19041941	27.24651641	27.83562641
hsa-miR-1979	26.57443659	28.56835559	30.18392059	30.19602359	28.30768659	28.75639559	26.75167459	28.35504159	27.58798359	27.01900359	26.59119259	26.36469459	28.54923059	27.78553959	29.10156459	26.80616059	27.32603359	28.47723559	28.08714359	27.68350259	28.81415759	27.41919759	26.63073959	27.15131959	28.18570559	27.56217559	27.21337359	28.01351559	28.52755159	27.74440259	27.38009659	31.75666059	26.55705459	27.83143859	30.13850859	28.11236559	27.95767059	29.69454759	28.46141659	28.71581459	28.25855459	29.27921559	28.02318059	28.50614559	28.01911759	27.72194859	27.92356559	27.75534659	27.02637359	27.74717959	29.43146959	27.42457759	28.11551359	27.27351059
hsa-miR-199a-3p	28.22544459	29.02161359	30.26586759	30.73327459	29.98622959	29.73880559	28.54383159	31.43051559	30.23441959	28.57859359	28.10139359	28.24399559	29.78838759	30.04913959	31.64698259	28.19210059	28.90879659	29.18262359	30.14693859	31.12256359	29.55318459	29.32764659	27.71508859	29.53298259	29.11464859	28.57246359	28.83675259	29.20584559	29.00942359	30.18121559	28.48038159	31.75966859	29.18706559	28.72359459	30.65235559	29.66327459	30.04929559	30.11075859	29.80656459	29.75380359	28.94451959	31.33422859	29.51511359	29.48012759	28.41370359	30.02065159	29.02983859	27.53546559	29.06592959	29.09721359	30.58851459	28.72376659	29.57791759	28.98837159
hsa-miR-199a-5p	28.72761159	29.24407959	29.81849159	30.59856359	32.13602059	30.52378459	29.35002359	32.79396059	30.79000659	29.40245659	28.91353659	29.58567359	30.05467859	30.71908059	31.45418359	29.00126359	29.82162859	29.52213859	29.58610159	30.14976159	29.35126859	29.70887959	28.48166859	30.75505859	30.94147359	31.07275959	29.79643059	29.97349959	29.52325859	31.85456359	29.64424359	32.74366759	30.46018259	30.28968859	32.46125859	30.66034359	31.45295359	31.60896759	32.56242759	32.61726059	31.55900959	32.13447359	31.15585159	29.73444059	29.60571159	32.14730059	29.64772059	28.21665759	30.12670159	31.70866059	32.31891359	30.55263959	30.48813859	29.17942859
hsa-miR-199b-5p	32.06742359	32.03801359	34.29017659	32.28779659	33.14026659	34.04167959	32.60348159	36.78999759	33.00169359	33.59556959	33.12859359	32.58100159	32.67613659	33.80478359	34.61775659	32.77813359	31.90562059	36.27087059	32.33755859	35.59925359	34.19691159	31.46025859	30.82778759	34.13136659	33.62616759	32.35178059	32.95207659	33.48971959	34.06460959	33.38314359	32.53049859	36.76993959	33.60557959	33.24568959	34.47916059	35.09145759	34.86782859	34.59307359	34.74222559	35.29652359	34.96741859		35.31071859	33.05673659	32.63212659	34.50818659	34.15993859	31.67725059	33.48280359	34.54013859	34.56967559	34.51187359	34.06210759	33.24102859
hsa-miR-19a	29.97429159	29.38230359	31.52738759	30.40298059	30.69887359	30.94578359	31.20022059	32.51906659	31.28668959	30.49179059	30.25956359	30.00764459	29.57690659	30.99751459	31.69028459	30.99082559	30.55686059	29.42165959	30.18537759	31.76533159	31.04916759	30.30551759	27.12463259	28.60389359	28.92135359	28.07209259	29.29069159	28.47203059	29.91820159	30.53484559	28.48624659	33.78257359	27.01159159	29.14135159	33.08393159	32.63362159	31.67973159	29.53400059	30.43269359	31.38501159	30.68954459	30.21515859	29.64973459	31.27363959	29.85970359	27.65883659	30.54283959	27.81656659	31.08219759	27.74218759	31.89945659	30.12954759	30.58819059	29.39859559
hsa-miR-200a	34.32693159	34.21267759			34.12254359		36.79560859	35.64523359	34.79829359	36.48812359	34.57128959		35.99850359	36.51062759	36.00425759	34.95958359	36.35397759		34.80445159	34.38676059	35.16021759		34.13283559		34.49860059	33.12968359	32.68626359	36.00588359	32.51480159	34.42412959	32.75016059	36.78422959	35.25988059	34.91257159			33.67011659	34.72840159	33.76173859	34.18221359	32.15649059		35.12938359			33.60170059	34.25721359	35.02656559		34.01689959	35.21959359	35.00051859		34.51935559
hsa-miR-200b	36.51086859	35.73192359			33.35118859		35.13943159	35.45098359	34.97484359	36.06893559	34.73150359				35.25289359	36.00860359	35.42568359	36.03818159	34.46055659	35.70129759	36.68236359	34.85420659	33.86919359	34.79638659	34.96952059	35.24636359	33.12921559	36.15530359	33.51715359		34.15061359	36.78740359	35.14818359	36.59212159		36.83455359	36.09911359		35.67185659	33.73719859	33.28080759	35.28558359	36.64922759			35.31218359		34.75182759		35.35515959	36.02446759	33.89682759		
hsa-miR-200c	33.37438959	33.54653359	35.03602959	34.62364559	35.24284359	35.25531359	34.10654359	36.73059159	33.63056359	33.52955359	33.77342659	33.23431359	36.02957559	35.47707759	36.11296059	32.70648959	33.87588159	34.57978059	34.48875859	34.18972359	34.53657559	34.07371159	32.54797759	35.20947359		35.86076359	32.42573359	34.55021659	32.95524359	34.96672059	32.88217959	35.75339159	34.29638659	36.32771759	35.55768359	34.48720359	33.87179959	34.90957659	34.34905359	35.01216159	34.51263859	34.42758359	34.55390359		33.25660759	34.71936059	33.66625359	33.75037359	34.11605059	34.58574659	35.13330359	32.92973759	35.27447159	33.77977759
hsa-miR-205	32.24427059	33.64769759	32.75474959	33.48506959	31.97486859	34.22427759	33.46926859	34.52834759	33.73256759	32.41316659	32.54990759	34.17361359	33.35740359	35.08499959	33.80132659	32.66565759	33.76280359	31.26206759	33.11674359	32.65750159	33.00665359	32.57263359	28.72819959	33.11398759	33.25813359	30.54824359	30.96287559	33.37006759	28.81126959	34.81523159	28.66675359	34.76161559	33.43745359	30.45611059	34.70635359	33.78100959	32.23521359	31.65460359	32.12833059	31.25997559	32.57894159	32.54676859	30.30426659	33.32873959	33.01753659	33.45249959	30.64243759	30.76506259	32.61169859	31.68487359	31.52746959	30.15007659	31.47080659	31.33771559
hsa-miR-20a	25.11216359	24.82976559	27.55797259	27.01483159	25.90047459	25.58001759	25.59185859	27.08699659	25.80568159	25.26944959	25.28420659	25.14184259	25.31339059	26.26754959	27.36727959	25.29960459	25.52094659	26.11071759	25.65748059	27.56650959	26.27865259	25.22798159	22.73111759	24.37392059	24.48671759	24.36691659	24.90907459	24.30864159	25.95842759	25.63227859	24.36109759	28.75192459	21.94990559	24.75396159	25.97499359	26.81235759	25.64079859	25.39653059	26.07894159	26.22753159	26.07903659	25.70283759	24.58259059	26.04480159	25.72986859	23.14930759	24.57495759	22.83674459	25.64727359	23.62667359	25.91982059	25.66292359	25.02858959	23.71404359
hsa-miR-20a*	32.33613141	33.63224341	33.90668841	34.82111341	35.31343041	34.73927641			34.78934041		32.94189441	33.43320441	33.02000041	36.39001041	33.72570041		33.77402041	32.70928141	33.82693641	34.52315841	34.52616641	33.59425641	32.82833641	33.85409641	35.75845641	33.52288041	33.57230341	34.33236641	34.65267941		34.98226941	35.22767641	32.60769241	33.51023641			34.98175041	34.42032941	35.35967941		35.56120241	36.29563841	33.83097041	34.05430641	33.91649641	33.56308641	35.63172141	32.36576641	35.50147241	34.24408641	35.47076341		36.46263841	33.42407241
hsa-miR-20b	32.92251359	32.79129059		35.69226359	34.22455659	33.25516159	33.06366359	33.46155359	33.05797959	33.47140159	33.20768759	32.34852959	32.94413359	35.47126759	34.99121159	34.59648359	33.70359859	33.57411959	32.88859959	35.69054359	33.81744059	32.69675859	29.81952359	31.07147959	31.96458059	32.01569059	31.62999759	30.95791059	34.04468559	32.97800359	31.32649059	35.76114359	28.95949559	32.01090659	33.32123359		33.13632959	33.37200959	33.68273559	32.76649359	34.29831759	33.14442059	31.42837959	33.61895759	33.53225759	30.43934359	31.43202659	30.34321059	34.48681659	30.81849159	33.62496359	34.10713559	31.90098959	31.06972359
hsa-miR-21	24.94500759	24.82354959	26.77077859	26.25997959	25.04101759	26.17591659	25.62291559	26.97569859	26.59233659	25.64128859	25.11192759	25.35075759	26.08338359	25.79347859	26.35987859	25.71266559	25.39050859	25.36168459	25.73621159	26.23476659	25.98532859	25.37651059	23.90611459	25.80026459	25.08664159	24.67112959	25.73924459	25.21283359	24.94047759	25.67335359	24.20314659	28.78356959	23.81536659	25.21282959	26.82672559	27.61415359	26.37418759	25.86070659	25.72441859	25.45795859	24.99671959	26.21442859	25.52434959	26.33284759	25.73256759	24.29770659	24.70219259	24.20684059	25.91215359	24.02606359	26.97588559	25.51594559	24.69634859	24.81437159
hsa-miR-21*	34.08615859	34.54085559		34.98894159	34.39654359	36.26020859		35.60188359	36.14396359	34.34725559	33.72256359	34.99950859	35.01886359	35.67825759	36.42930359	35.75016359	35.35834359	36.58599359	34.02029359	35.54506759	34.80691559	33.60964659	33.48600359		34.95858359	35.06303859		35.25951059	35.13943359	36.39736359	34.95043559	36.87464359	34.23598159	35.37658359				36.06227859		34.60192359	36.20563359	36.70848359		35.56163059		34.80322359	35.27428359	33.96373759	34.72730359	34.42140959		35.75664359	35.39376059	35.47721859
hsa-miR-210	31.18097559	30.78243459	32.45726059	31.65921059	30.28836059	31.97730659	32.51139359	32.40763859	32.98142359	31.47702659	31.47638959	31.82035059	31.27515659	31.90633359	33.24890159	32.48358359	31.73828759	31.96624359	31.02621359	32.91289959	31.63461759	31.40267159	30.12329559	30.90385359	31.42718759	30.40989559	31.57671559	30.60072159	30.57792659	31.51349359	30.34964559	34.76199759	28.21116459	30.08609059	34.12297059	33.22838359	31.63944059	31.94571759	31.63485159	31.27179159	29.70479059	31.32817859	31.41622159	32.97763059	32.30064059	28.47803859	30.49300959	28.67002559	32.14487059	29.31609959	31.49014459	31.35124759	31.69367259	30.33882559
hsa-miR-2110	34.09190641	34.66231941		36.07952841	33.61791241	35.24669641	32.80249041	34.58783341	33.39162441	34.08564341		32.86382641	35.34832641	34.09994841	36.55124241	33.77451341	32.93703641	34.88808641	34.14798641	34.03495041	35.04274641	32.46971141	34.65774641	33.72901141	33.73455641	33.42494941	33.43260941	32.85622041	34.05986041	34.76103141	33.50545641	36.05510641	31.51048041	33.06719141		36.62198641	34.12303641	33.98195641	35.13213341	34.26689141	35.50208241	34.89430241	34.01455241	34.25691641	34.10744441	31.64511841	33.31477641	31.87182741	33.74816641	32.99908641	35.40100841	33.00756041	34.75355841	33.27042341
hsa-miR-214	35.77042759	36.44482359			35.84010759		35.64703359			36.48687359	35.92430359	36.40665059	36.54333359		36.27329659	35.26027659	36.61336159		35.58860759	36.53186859		35.43556959	32.91214059	34.81481359	35.43234359	33.18204359	35.03486659	35.12341759	34.51845959	34.71992859	34.26850359	36.75381359	35.49688359	34.74666959	34.93803359		34.80688859	36.15686059	35.31781359	35.92285959	32.55870859	36.52945359	34.02097759	36.19342859		35.00059359	35.29804359	31.46812459	36.20309059	34.93450959	33.90811359	34.12913359	32.83231759	35.71031559
